hotel_code,hotel_name,address_line_1,address_line_2,description,amenities_json,pet_policy_description,pet_fees_json,weight_limits_json,phone,hotel_url,last_updated
sjozc,Hyatt Place Cariari / Convention Center,"Torre Cariari 111, Autopista Nacional 106, Junto al antiguo Mall Cariari","Heredia, Costa Rica, 40101",,"['Business Services', 'In-Room Chromecast', 'Digital Check-In', 'Digital Key', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Free Parking', 'Laundry', 'Meeting Facilities', 'Self-Parking', 'Pet Friendly', 'Pool', 'Restaurant On-Site']","We Are Pet Friendly
Your pet is welcome to join you at Hyatt Place Cariari. Pets must be on leash in common areas. The pet fee includes extras like bowls, beds and treats.
Pet Fees
1–6 nights (+ 13% tax): $75 / 1 STAY
7+ nights (+ 13% tax): $75 / 1 STAY + $75 Additional deep cleaning fee
Weight Limits
Individual pet weight limit:  22 kilograms
Combined pets weight limit: 43 kilograms
Maximum number of pets is 2.",['Pet Fees\n1–6 nights (+ 13% tax): $75 / 1 STAY\n7+ nights (+ 13% tax): $75 / 1 STAY + $75 Additional deep cleaning fee'],"['Individual pet weight limit:  22 kilograms', 'Combined pets weight limit: 43 kilograms']",+50640561234,https://www.hyatt.com/hyatt-place/en-US/sjozc-hyatt-place-cariari-convention-center,2025-12-27T20:48:49.212743
torza,Hyatt Place Toronto Airport,29 Carlson Ct.,"Toronto, Ontario, Canada, M9W6H5",,"['Business Services', 'Digital Check-In', 'Digital Key', 'Electric Vehicle Charging', 'Fitness Center', 'Free Internet Access', 'Laundry', 'Meeting Facilities', 'Self-Parking', 'Pet Friendly', 'Pool', 'Restaurant On-Site']","Pets Are Welcome
Hyatt Place Toronto Airport is a pet-friendly hotel. Pets are welcome for a maximum of seven nights per stay. Pets must be kept on a leash in public spaces and are not allowed in the restaurant area or left unattended in guest rooms. For more information, please contact the hotel.
Pet Fees
Up to 7 nights: CA$100 / 1 STAY
7–30 nights: CA$100 / 1 STAY + CA$100 Additional cleaning fee
Weight Limits
Combined pets weight limit: 90 Pounds
Maximum number of pets is 2.",['Pet Fees\nUp to 7 nights: CA$100 / 1 STAY\n7–30 nights: CA$100 / 1 STAY + CA$100 Additional cleaning fee'],['Combined pets weight limit: 90 Pounds'],+14166759855,https://www.hyatt.com/hyatt-place/en-US/torza-hyatt-place-toronto-airport,2025-12-27T20:49:01.671527
cunam,Alila Mayakoba,"Carretera Federal, Carr. Cancún - Tulum Km. 298","Playa del Carmen, Mexico, 77710",,"['Business Services', 'Concierge', 'Electric Vehicle Charging', 'Fitness Center', 'Free Internet Access', 'Free Parking', 'Golf', 'Laundry', 'Meeting Facilities', 'Self-Parking', 'Valet Parking', 'Electric Vehicle Charging', 'Pet Friendly', 'Pool', 'Resort Property', 'Restaurant On-Site', 'Room Service', 'Spa']","Pets are Welcome
We welcome your pets at Alila Mayakoba, providing them beds and bowls. Please inform us that you will be bringing your pet (or pets) at least three days prior to your arrival.
PET FEES
Price: $100 / STAY
WEIGHT LIMITS
Individual pet weight limit:  50 Pounds",['PET FEES\nPrice: $100 / STAY'],['Individual pet weight limit:  50 Pounds'],+529841491234,https://www.hyatt.com/alila-hotels-and-resorts/en-US/cunam-alila-mayakoba,2025-12-27T20:49:09.436053
fchxn,Hyatt House Fresno / Campus Pointe,5078 North Chestnut Avenue,"Fresno, California, United States, 93710",,"['Business Services', 'In-Room Chromecast', 'Digital Check-In', 'Digital Key', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Free Parking', 'Laundry', 'Meeting Facilities', 'Self-Parking', 'Pet Friendly', 'Pool', 'Restaurant On-Site']","We Are Pet Friendly
Hyatt House Fresno / Campus Pointe is a pet-friendly hotel. Up to two pets within the combined weight limit are welcome per room. Guests will be charged a $100 fee per stay, up to six nights. Stays between seven and 30 nights will be charged an additional $100 fee per stay. For more information or stays longer than 30 nights, please contact the hotel ahead of your stay.
Pet Fees
1 to 6 nights: $100 / 1 STAY
7 to 30 nights: $100 / 1 STAY + $100 Additional fee
Weight Limits
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1 to 6 nights: $100 / 1 STAY\n7 to 30 nights: $100 / 1 STAY + $100 Additional fee'],['Combined pets weight limit: 75 Pounds'],+15595541980,https://www.hyatt.com/hyatt-house/en-US/fchxn-hyatt-house-fresno-campus-pointe,2025-12-27T20:49:17.020752
bznza,Hyatt Place Bozeman Yellowstone Airport,619 Alaska Frontage Rd,"Belgrade, Montana, United States, 59714",,"['Business Services', 'Digital Check-In', 'Digital Key', 'Electric Vehicle Charging', 'Fitness Center', 'Free Internet Access', 'Free Parking', 'Laundry', 'Meeting Facilities', 'Self-Parking', 'Electric Vehicle Charging', 'Pet Friendly', 'Restaurant On-Site']","Pets Are Welcome
At Hyatt Place Bozeman Yellowstone Airport, we’re happy to welcome you and your pup to our pet-friendly hotel. Be sure to let our Belgrade, Montana team know your furry friend will be joining so we can help make you and your pooch’s stay as enjoyable as possible.
Pet Fees
1–6 nights: $100 / 1 STAY
7–30 nights: $100 / 1 STAY + $100 Additional deep cleaning fee
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1–6 nights: $100 / 1 STAY\n7–30 nights: $100 / 1 STAY + $100 Additional deep cleaning fee'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+14069240010,https://www.hyatt.com/hyatt-place/en-US/bznza-hyatt-place-bozeman-yellowstone-airport,2025-12-27T20:49:31.060757
cunza,Hyatt Place Cancun Airport,Boulevard Luis Donaldo Colosio ext. MZ 07 Int Lt 7 01 UP A,"Benito Juárez, Mexico, 77567",,"['Business Services', 'Digital Check-In', 'Digital Key', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Laundry', 'Meeting Facilities', 'Self-Parking', 'Pet Friendly', 'Pool', 'Restaurant On-Site']","Pets Are Welcome
Hyatt Place Cancun Airport is a pet-friendly hotel. Up to two dogs within the weight limit are welcome per room. Guests will be charged a $50 fee per stay. Pet amenities include bedding and meal containers. For more information, please contact the hotel.
Pet Fees
1–6 nights: $50 / 1 STAY
7 or more nights: $50 / 1 STAY + $100 Additional cleaning fee
Weight Limits
Combined pets weight limit: 34 kilograms
Maximum number of pets is 2.",['Pet Fees\n1–6 nights: $50 / 1 STAY\n7 or more nights: $50 / 1 STAY + $100 Additional cleaning fee'],['Combined pets weight limit: 34 kilograms'],+529984321234,https://www.hyatt.com/hyatt-place/en-US/cunza-hyatt-place-cancun-airport,2025-12-27T20:49:53.826242
lgajl,The Livingston,291 Livingston Street,"Brooklyn, New York, United States, 11217",,"['Digital Check-In', 'Digital Key', 'Free Internet Access', 'Meeting Facilities', 'Pet Friendly', 'Restaurant On-Site']","Your Furry Friend Is Welcome, Too
We are a pet-friendly hotel, and we have a doggie bed, a bowl and treats awaiting your fluffy family member. Guests will be asked to sign a pet agreement in case of damages to the room.
PET FEES
Price: $75 / STAY
WEIGHT LIMITS
Individual pet weight limit:  50 Pounds",['PET FEES\nPrice: $75 / STAY'],['Individual pet weight limit:  50 Pounds'],+18452509820,https://www.hyatt.com/jdv-by-hyatt/en-US/lgajl-the-livingston,2025-12-27T20:50:10.431310
hsvqh,Hyatt Studios Huntsville,200 West Park Loop NW,"Huntsville, Alabama, United States, 35806","Find practical, elevated comfort and convenience in our sleek apartment-style studio suites at Hyatt Studios Huntsville, complete with well-equipped kitchens perfect for weekly stays, plus plenty of space to work and relax. Enjoy thoughtful touches like Free Grab ‘n’ Go Breakfast, free parking, a 24-hour Fitness Studio, an inviting communal outdoor patio with grills and a fire pit, and self-service guest laundry—all the amenities of an on-the-go, extended-stay hotel experience that feels like home.","['Digital Check-In', 'Digital Key', 'Electric Vehicle Charging', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Free Parking', 'Laundry', 'Meeting Facilities', 'Self-Parking', 'Pet Friendly']","Furry Friends Welcome
Bring your furry friend along for your extended stay in Huntsville, Alabama. Our pet-friendly hotel features spacious studio suites that offer the comfort and flexibility you and your pet will appreciate. Pets must not be left unattended in guest rooms. The pet fee is nonrefundable. Service animals are exempt from fees.
Pet Fees
1–6 nights: $75 / 1 STAY
7+ nights: $125 / 1 STAY
Weight Limits
Individual pet weight limit:  75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1–6 nights: $75 / 1 STAY\n7+ nights: $125 / 1 STAY'],['Individual pet weight limit:  75 Pounds'],+12562101770,https://www.hyatt.com/hyatt-studios/en-US/hsvqh-hyatt-studios-huntsville,2025-12-27T20:50:29.023473
yvrph,Hyatt Vancouver Downtown Alberni,1128 West Georgia Street,"Vancouver, British Columbia, Canada, V6E 0A8",,"['Business Services', 'In-Room Chromecast', 'Concierge', 'Fitness Center', 'Free Internet Access', 'Meeting Facilities', 'Valet Parking', 'Pet Friendly', 'Pool', 'Restaurant On-Site', 'Room Service', 'Spa']","Pets Are Welcome
Your pet is welcome at the hotel and will enjoy a bed and its own dog bowl with water and treats.
PET FEES
Price: CA$75 / STAY
WEIGHT LIMITS
Individual pet weight limit:  50 Pounds",['PET FEES\nPrice: CA$75 / STAY'],['Individual pet weight limit:  50 Pounds'],+16043171234,https://www.hyatt.com/hyatt-hotels/en-US/yvrph-hyatt-vancouver-downtown-alberni,2025-12-27T20:50:40.243671
ancjd,The Wildbirch Hotel,239 W 4th Ave,"Anchorage, Alaska, United States, 99501",,"['Business Services', 'Concierge', 'Digital Check-In', 'Digital Key', 'Electric Vehicle Charging', 'Fitness Center', 'Free Internet Access', 'Laundry', 'Meeting Facilities', 'Self-Parking', 'Pet Friendly', 'Restaurant On-Site', 'Room Service']","Furry Friends Welcome
Bring your dogs along on your Anchorage adventures. Our pet-friendly hotel offers complimentary bowls, treats and waste bags, subject to availability. A $50 nonrefundable fee per night will be applied, and two dogs of up to 50 pounds each are allowed per room. Pets cannot be left unattended in guest rooms. Deposit covers normal/customary cleaning only; additional fees may apply for excess damage. All hotel guests bringing their dog or dogs will be asked to sign a pet policy agreement at check-in.
PET FEES
Nonrefundable: $50
WEIGHT LIMITS
Individual pet weight limit:  50 Pounds
Maximum number of pets is 2.",['PET FEES\nNonrefundable: $50'],['Individual pet weight limit:  50 Pounds'],+19077935555,https://www.hyatt.com/jdv-by-hyatt/en-US/ancjd-the-wildbirch-hotel,2025-12-27T20:50:58.587499
hyvpc,Hyatt Vivid Punta Cana,"Carretera Cabeza de Toro, Km 7.7","Punta Cana, Dominican Republic, 23000",,"['Concierge', 'Fitness Center', 'Free Internet Access', 'Golf', 'Laundry', 'Meeting Facilities', 'Pet Friendly', 'Pool', 'Resort Property', 'Restaurant On-Site', 'Room Service', 'Spa']",,,,+18095520020,https://www.hyatt.com/hyatt-vivid/en-US/hyvpc-hyatt-vivid-punta-cana,2025-12-27T20:51:10.710923
ctdub,Mumian Chengdu Dong'an Lake Resort,"No.1 North Lakeshore Road, Long Quan Yi District, Sichuan Province","Chengdu, China, 610100",,"['Business Services', 'Concierge', 'Fitness Center', 'Free Internet Access', 'Free Parking', 'Camp Hyatt', 'Laundry', 'Meeting Facilities', 'Self Parking', 'Pet Friendly', 'Pool', 'Restaurant On-Site', 'Room Service']","We Welcome Your Pet
Mumian Chengdu Dong’an Lake is happy to receive your pet, welcoming up to two pets per room with advance booking required. Pets must be on a leash no longer than 1.5 meters at all times. Please use pet carts and backpacks in the restaurants and lobby bars. No pets are allowed at the rooftop bar, rooftop pool, fitness center, banquet hall or meeting room.
WEIGHT LIMITS
Individual pet weight limit:  22 kilograms",,['Individual pet weight limit:  22 kilograms'],+862882881234,https://www.hyatt.com/unbound-collection/en-US/ctdub-mumian-chengdu-dongan-lake,2025-12-27T20:51:34.050594
cprzc,Hyatt Place Casper,407 N. Walsh Drive,"Casper, Wyoming, United States, 82604",,"['Business Services', 'In-Room Chromecast', 'Digital Check-In', 'Digital Key', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Free Parking', 'Meeting Facilities', 'Self-Parking', 'Pet Friendly', 'Pool']","Pets Are Welcome
Your furry friends are welcome to stay at Hyatt Place Casper. Our pet-friendly hotel provides treats and designated outdoor spaces for their exercise and relief. Dogs must be leashed in public areas.
Pet Fees
1 to 6 nights: $100 / 1 STAY
7 nights or more: $100 / 1 STAY + $100 Additional cleaning fee
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1 to 6 nights: $100 / 1 STAY\n7 nights or more: $100 / 1 STAY + $100 Additional cleaning fee'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+13074520810,https://www.hyatt.com/hyatt-place/en-US/cprzc-hyatt-place-casper,2025-12-27T20:51:52.192434
geozd,Hyatt Place Guyana Georgetown,"Parcel 2441 Block III, East Bank Demerara,","Georgetown, Guyana",,"['Business Services', 'Digital Key', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Free Parking', 'Laundry', 'Meeting Facilities', 'Self-Parking', 'Pet Friendly', 'Pool', 'Restaurant On-Site', 'Room Service']","We Are Pet Friendly
Hyatt Place Guyana Georgetown warmly welcomes up to two pets per room, with pet-friendly amenities like doggie bowls, bedding and access to outdoor areas. Please note that pets must be housebroken, on a leash in public areas and cannot be left alone in rooms or enter food and pool areas. For stays longer than 30 nights, additional fees are at the hotel’s discretion.
Pet Fees
1-6 nights: $100 / 1 STAY
7-30 nights (additional fee): $100 / 1 STAY
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1-6 nights: $100 / 1 STAY\n7-30 nights (additional fee): $100 / 1 STAY'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",,https://www.hyatt.com/hyatt-place/en-US/geozd-hyatt-place-guyana-georgetown,2025-12-27T20:52:09.968678
pdszp,Hyatt Place Piedras Negras,Libramiento Manuel Perez Trevino 1216,"Piedras Negras, Mexico, 26069",,"['Business Services', 'In-Room Chromecast', 'Digital Check-In', 'Digital Key', 'Electric Vehicle Charging', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Free Parking', 'Laundry', 'Meeting Facilities', 'Self-Parking', 'Pet Friendly', 'Pool', 'Restaurant On-Site', 'Room Service']","Pets Are Welcome
Bring your furry friends along to Hyatt Place Piedras Negras, where we offer a welcoming environment and amenities for pets, including a dog bed, dog diapers, bowls and treats. Fees are nonrefundable.
Pet Fees
One to six nights: MX$1,500 / 1 STAY
Seven or more nights (additional fee): MX$1,500
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.","['Pet Fees\nOne to six nights: MX$1,500 / 1 STAY\nSeven or more nights (additional fee): MX$1,500']","['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+528781493300,https://www.hyatt.com/hyatt-place/en-US/pdszp-hyatt-place-piedras-negras,2025-12-27T20:52:21.265150
melph,Park Hyatt Melbourne,"1 Parliament Square, off Parliament Place","Melbourne, Victoria, Australia, 3002",,"['Business Services', 'Concierge', 'Digital Check-In', 'Digital Key', 'Fitness Center', 'Free Internet Access', 'Laundry', 'Meeting Facilities', 'Valet Parking', 'Pool', 'Restaurant On-Site', 'Room Service', 'Spa']","Dogs Are Welcome
At Park Hyatt Melbourne, we also extend our signature hospitality to guests on four legs. Our dog-friendly offering invites your canine companion to enjoy the same level of comfort and care as you. From serene garden strolls to sunlit naps to in-room indulgence, every detail is designed with your pooch in mind. Each dog enjoys a plush bed, food and water bowls, a welcome treat and exclusive access to our in-room dining menu for Very Important Pooches. You may even spot Charlie, our resident pup and unofficial ambassador, always ready with a wag and a warm “hello.” View our Hotel Policies page for more information.",,,+61392241234,https://www.hyatt.com/park-hyatt/en-US/melph-park-hyatt-melbourne,2025-12-27T20:52:43.361842
nycud,Hotel Seville NoMad,22 East 29th Street,"New York , New York, United States, 10016",,"['Business Services', 'Concierge', 'Fitness Center', 'Free Internet Access', 'Meeting Facilities', 'Valet Parking', 'Pet Friendly', 'Restaurant On-Site', 'Room Service']","We Welcome Your Pet
Our boutique hotel is pet-friendly, so your canine companion can enjoy NoMad, too. Dogs up to 50 lbs are welcome. We provide a plush dog bed by FÜZI Pets and food and water bowls. We require a one-time pet cleaning fee.
PET FEES
Price: $150 / STAY",['PET FEES\nPrice: $150 / STAY'],,+12125324100,https://www.hyatt.com/unbound-collection/en-US/nycud-hotel-seville-nomad,2025-12-27T20:52:56.464389
tuszp,Hyatt Place Tucson Airport,6885 South Tucson Boulevard,"Tucson, Arizona, United States, 85756",,,,,,,https://www.hyatt.com/hyatt-place/en-US/tuszp-hyatt-place-tucson-airport,2025-12-27T20:53:30.260979
tordh,Hotel X Toronto,111 Princes' Blvd,"Toronto, Ontario, Canada, M6K 3C3",,"['Business Services', 'In-Room Chromecast', 'Concierge', 'Electric Vehicle Charging', 'Fitness Center', 'Free Internet Access', 'Camp Hyatt', 'Laundry', 'Meeting Facilities', 'Self-Parking', 'Valet Parking', 'Electric Charging Stations (parking fees apply) From CA$35', 'Pet Friendly', 'Pool', 'Resort Property', 'Restaurant On-Site', 'Room Service', 'Spa']","VIP Pet Program
With our VIP Pet Program, your beloved pup or kitten companion is our guest, too. We welcome up to two pets per room at our pet-friendly hotel in downtown Toronto, with amenities that include a bowl and a bed, treats, toys, a stylish bandana and more. We have no restrictions on breed or weight. Ask the concierge about our exclusive pampering services and activities, from adventure walks and in-room sitting to spa treatments and professional photography.
PET FEES
Price: CA$100 / WEEK",['PET FEES\nPrice: CA$100 / WEEK'],,+18559439300,https://www.hyatt.com/destination-by-hyatt/en-US/tordh-hotel-x-toronto,2025-12-27T20:53:42.803842
vdozh,"Hyatt Place Ha Long Bay, Bai Chay","No. 2-21 Dong Hung Thang 1 Residential Area, Bai Chay Ward","Quang Ninh, Vietnam, 200000",,,,,,,https://www.hyatt.com/hyatt-place/en-US/vdozh-hyatt-place-ha-long-bay-bai-chay,2025-12-27T20:55:00.033298
qroct,Hyatt Centric Querétaro,Av. Universidad 2,"Querétaro, Mexico, 76165",,,,,,+524424881234,https://www.hyatt.com/hyatt-centric/en-US/qroct-hyatt-centric-queretaro,2025-12-27T20:55:11.038428
sguzz,Hyatt Place Springdale / Zion National Park,1215 Zion Park Blvd,"Springdale, Utah, United States, 84767",,"['In-Room Chromecast', 'Digital Check-In', 'Digital Key', 'Electric Vehicle Charging', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Laundry', 'Meeting Facilities', 'Self-Parking', 'Pet Friendly', 'Pool', 'Restaurant On-Site']","We Are Pet Friendly
You are welcome to bring your housebroken pet while staying with us. We provide a designated walking area where your pet can enjoy some fresh air and exercise. Please note that pets cannot be left alone in the room at any time. Also, pets must be leashed in public areas and are not allowed in food service or pool areas.
Pet Fees
1-6 nights: $75 / 1 STAY
7 nights or longer: $75 / 1 STAY + $100 Additional deep-cleaning fee
Weight Limits
Individual pet weight limit:  50 Pounds
Maximum number of pets is 2.",['Pet Fees\n1-6 nights: $75 / 1 STAY\n7 nights or longer: $75 / 1 STAY + $100 Additional deep-cleaning fee'],['Individual pet weight limit:  50 Pounds'],+14357723200,https://www.hyatt.com/hyatt-place/en-US/sguzz-hyatt-place-springdale-zion-national-park,2025-12-27T20:55:31.087498
yxyzw,Hyatt Place Whitehorse,511 Main Street,"Whitehorse, Yukon Territory, Canada, Y1A 2B8",,"['Business Services', 'In-Room Chromecast', 'Digital Check-In', 'Digital Key', 'Fitness Center', 'Free Internet Access', 'Laundry', 'Meeting Facilities', 'Self-Parking', 'Pet Friendly', 'Restaurant On-Site']","We Are Pet Friendly
We allow up to two dogs per room. Other pets require management approval. Pets must be leashed or caged in public spaces and cannot be left unattended. Owners are responsible for any damage or injury caused by their pet.
Pet Fees
Price: CA$30 / 1 NIGHT
Weight Limits
Individual pet weight limit:  80 Pounds",['Pet Fees\nPrice: CA$30 / 1 NIGHT'],['Individual pet weight limit:  80 Pounds'],+18674554328,https://www.hyatt.com/hyatt-place/en-US/yxyzw-hyatt-place-whitehorse,2025-12-27T20:56:00.878638
nycrt,Hyatt Regency Times Square,1605 Broadway,"New York, New York, United States, 10019",,"['Business Services', 'Digital Check-In', 'Fitness Center', 'Free Internet Access', 'Valet Parking', 'Pet Friendly']","We Are Pet Friendly
Bring your dog along for your visit to Midtown Manhattan and take a scenic walk on Broadway or sniff around Times Square at our pet-friendly hotel.
Pet Fees
Up to five nights: nonrefundable: $125 / 1 STAY
Six to 30 nights: additional deep-cleaning fee: $150 / 1 STAY
Weight Limits
Individual pet weight limit:  45 Pounds
Maximum number of pets is 1.",['Pet Fees\nUp to five nights: nonrefundable: $125 / 1 STAY\nSix to 30 nights: additional deep-cleaning fee: $150 / 1 STAY'],['Individual pet weight limit:  45 Pounds'],+12129774000,https://www.hyatt.com/hyatt-regency/en-US/nycrt-hyatt-regency-times-square,2025-12-27T20:56:22.087305
pujjd,Royal Beach Hotel Punta Cana,"Av. Alemania s/n, El Cortecito, Bavaro Beach","Punta Cana, Dominican Republic, 23000",,"['Concierge', 'Fitness Center', 'Free Internet Access', 'Free Parking', 'Laundry', 'Meeting Facilities', 'Self-Parking', 'Pet Friendly', 'Pool', 'Restaurant On-Site', 'Room Service', 'Spa']","Furry Friends Welcome
Enjoy a memorable stay at Royal Beach Hotel Punta Cana, where small dogs are welcome. Only one dog is allowed per room, and pets must be walked in designated areas.
PET FEES
Per day, plus 28% tax : $50
WEIGHT LIMITS
Individual pet weight limit:  10 kilograms
Maximum number of pets is 1.","['PET FEES\nPer day, plus 28% tax : $50']",['Individual pet weight limit:  10 kilograms'],+18094681622,https://www.hyatt.com/jdv-by-hyatt/en-US/pujjd-royal-beach-hotel-punta-cana,2025-12-27T20:56:37.990286
