hotel_code,hotel_name,address,city,state,country,phone,rating,description,card_price,overview_table_json,pets_json,parking_json,amenities_json,nearby_json,airport_json,is_pet_friendly,last_updated
MAR-1-9,Sheraton Grand Panama,"Vía Israel y Calle 77, San Francisco Panama City, Panama, 0819-05896",Panama City,Panama,0819-05896,+5073055100,4.1,Waterfront hotel with luxury rooms and suites near Tocumen International Airport and Panama Viejo.,,https://www.marriott.com/hotels/travel/ptysi-sheraton-grand-panama,"{""CHECK IN"": ""CHECK IN: 03:00 PM"", ""CHECK OUT"": ""CHECK OUT: 12:00 PM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true, ""Pet Policy"": ""one pet (dog) subject to signature of responsability agreement. | Non-refundable fee: 150 Per Stay | Contact hotel for details""}","{""raw"": ""one pet (dog) subject to signature of responsability agreement. | Non-refundable fee: 150 Per Stay | Contact hotel for details""}",{},"[""Free high-speed internet"", ""Pool"", ""Fitness center"", ""Pet friendly"", ""Parking"", ""Full service spa"", ""Meeting event space"", ""Mobility accessible rooms"", ""Buffet breakfast, fee from: 21 USD"", ""Storage space"", ""Bookstore"", ""Concierge Lounge Hours"", ""Cocktail lounge with light fare"", ""Valet same day dry cleaning"", ""Coffee/tea in-room"", ""Local restaurant dinner delivery"", ""Newspaper in lobby"", ""Safe deposit boxes, front desk"", ""Babysitting"", ""Gaming casino"", ""Laundry on-site"", ""All public areas non-smoking"", ""Gift/newsstand"", ""Barber/Beauty shop"", ""Shoeshine stand"", ""Bar-B-Q and/or picnic area"", ""Room service, 24-hour"", ""Room service"", ""Valet dry-cleaning"", ""Housekeeping"", ""Car Rental"", ""Car Rental, Nearby"", ""Housekeeping service daily""]",[],"[{""airport"": ""Tocumen International Airport (PTY)"", ""details"": []}, {""airport"": ""Albrook Marcos A. Gelabert International Airport (PAC)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Bus Station"", ""Viña del Mar San Francisco"", ""National Transportation Station"", ""Car Rentals"", ""Copa Airlines"", ""Budget"", ""Phone:"", ""+5072700472"", ""Hertz"", ""Phone:""]}]",true,2025-12-27T15:16:41.656053
MAR-1-1,Tirana Marriott,"Sheshi Italia Tirana, Albania, 1000",Tirana,Albania,1000,+3 554-450-0500,4.7,Ideal hotel choice for dynamic travellers passionately seeking to unlock new destinations.,,https://www.marriott.com/hotels/travel/tiamc-tirana-marriott,"{""CHECK IN"": ""CHECK IN: 03:00 PM"", ""CHECK OUT"": ""CHECK OUT: 12:00 PM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true, ""Pet Policy"": ""Dogs only up to 15 kg at a fee, guide dogs are welcomed free of charge | Non-refundable fee: 50 Per Stay | Contact hotel for details""}","{""raw"": ""Dogs only up to 15 kg at a fee, guide dogs are welcomed free of charge | Non-refundable fee: 50 Per Stay | Contact hotel for details""}",{},"[""Fitness center"", ""Pet friendly"", ""Parking"", ""Meeting event space"", ""Cash machine/ATM"", ""Mobility accessible rooms"", ""Foreign exchange"", ""Hot breakfast, fee from: 25 EUR"", ""Buffet breakfast, fee from: 25 EUR"", ""Continental breakfast, fee from: 20 EUR"", ""Storage space"", ""Luggage service"", ""Building access"", ""Mail/package delivery"", ""Concierge Lounge Hours"", ""Full American breakfast, fee from: 25 EUR"", ""M Club Lounge"", ""Cocktail lounge with light fare"", ""Valet same day dry cleaning"", ""Coffee/tea in-room"", ""Concierge desk"", ""Safe deposit boxes, front desk"", ""All public areas non-smoking"", ""Shoeshine stand"", ""Room service, 24-hour"", ""Room service"", ""Valet dry-cleaning"", ""Car Rental, Nearby"", ""Housekeeping service daily""]",[],"[{""airport"": ""Rinas International Airport (TIA)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Bus Station"", ""Tirana e Re"", ""Car Rentals"", ""Avis"", ""Phone:"", ""+35 567 6038900""]}]",true,2025-12-27T15:18:09.822217
MAR-1-1,"The Cōmodo, a Member of Design Hotels™","Kaiserhofstrasse 18 Bad Gastein, Austria, 5640",Bad Gastein,Austria,5640,+4 364-343-0432,,,,https://www.marriott.com/hotels/travel/szgbg-the-comodo-a-member-of-design-hotels,"{""CHECK IN"": ""CHECK IN: 03:00 PM"", ""CHECK OUT"": ""CHECK OUT: 11:00 AM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true, ""Pet Policy"": ""1 pet maximum per room with 25EUR Non Refundable fee per room per night | Non-refundable fee: 25 Per Stay | Contact hotel for details""}","{""raw"": ""1 pet maximum per room with 25EUR Non Refundable fee per room per night | Non-refundable fee: 25 Per Stay | Contact hotel for details""}",{},"[""Free high-speed internet"", ""Pool"", ""Fitness center"", ""Pet friendly"", ""Parking"", ""Full service spa"", ""Foreign exchange, nearby"", ""Storage space"", ""All public areas non-smoking"", ""Gift/newsstand"", ""Shoeshine stand"", ""Valet dry-cleaning"", ""Car Rental, Nearby""]",[],"[{""airport"": ""Salzburg Airport (SZG)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Car Rentals"", ""Hertz"", ""Phone:"", ""+4 366-285-2086""]}]",true,2025-12-27T15:21:29.274160
MAR-1-3,"Augarten Art Hotel, a Member of Design Hotels™","Schönaugasse 53 Graz, Austria, 8010",Graz,Austria,8010,+4331620800,,,,https://www.marriott.com/hotels/travel/grzaa-augarten-art-hotel-a-member-of-design-hotels,"{""CHECK IN"": ""CHECK IN: 03:00 PM"", ""CHECK OUT"": ""CHECK OUT: 11:00 AM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true, ""Pet Policy"": ""EUR25 fee per dog per night | Contact hotel for details""}","{""raw"": ""EUR25 fee per dog per night | Contact hotel for details""}",{},"[""Free high-speed internet"", ""Pool"", ""Fitness center"", ""Kitchen"", ""Pet friendly"", ""Parking"", ""Full service spa"", ""Meeting event space"", ""Front desk staffed""]",[],"[{""airport"": ""Graz Airport (GRZ)"", ""details"": []}]",true,2025-12-27T15:22:09.488437
MAR-1-5,AC Hotel Innsbruck,"Salurnerstrasse 15 Innsbruck, Austria, 6020",Innsbruck,Austria,6020,+4351259350,4.6,,,https://www.marriott.com/hotels/travel/innac-ac-hotel-innsbruck,"{""CHECK IN"": ""CHECK IN: 03:00 PM"", ""CHECK OUT"": ""CHECK OUT: 12:00 PM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true, ""Pet Policy"": ""1 pet 10 kg max per room with non-refundable fee of EUR 30 per room per stay | Contact hotel for details""}","{""raw"": ""1 pet 10 kg max per room with non-refundable fee of EUR 30 per room per stay | Contact hotel for details""}",{},"[""Fitness center"", ""Pet friendly"", ""Parking"", ""Meeting event space"", ""Beauty shop"", ""Mobility accessible rooms"", ""Foreign exchange"", ""Grab-n-Go breakfast, fee from: 5 EUR"", ""Buffet breakfast, fee from: 19 EUR"", ""Storage space"", ""Valet same day dry cleaning"", ""Coffee/tea in-room"", ""Coffee in lobby"", ""Local restaurant dinner delivery"", ""Newspaper in lobby"", ""Gaming casino"", ""Laundry on-site"", ""All public areas non-smoking"", ""Front desk staffed"", ""Limousine service"", ""Valet dry-cleaning"", ""Car Rental, Nearby"", ""Housekeeping service daily""]",[],"[{""airport"": ""Munich Airport (MUC)"", ""details"": []}, {""airport"": ""Salzburg Airport (SZG)"", ""details"": []}, {""airport"": ""Innsbruck Airport (INN)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Bus Station"", ""Triumphpforte"", ""Innsbruck Hauptbahnhof"", ""Car Rentals"", ""Hertz"", ""Phone:"", ""+4 351-258-0901"", ""Train Station"", ""Innsbruck Hauptbahnhof""]}]",true,2025-12-27T15:22:52.919268
MAR-1-7,Courtyard by Marriott Linz,"Europaplatz 2 Linz, Austria, A-4020",Linz,Austria,A-4020,+4373269590,4.4,"A modern hotel with premium amenities, steps from Design Center Linz, near the Linz city center",,https://www.marriott.com/hotels/travel/lnzcy-courtyard-linz,"{""CHECK IN"": ""CHECK IN: 02:00 PM"", ""CHECK OUT"": ""CHECK OUT: 12:00 PM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true, ""Pet Policy"": ""max. 2 dogs per room allowed with non-refundable fee of EUR 25 per stay | Non-refundable fee: 30 Per Stay | Contact hotel for details""}","{""raw"": ""max. 2 dogs per room allowed with non-refundable fee of EUR 25 per stay | Non-refundable fee: 30 Per Stay | Contact hotel for details""}",{},"[""Free high-speed internet"", ""Fitness center"", ""Pet friendly"", ""Parking"", ""Meeting event space"", ""Barber"", ""Beauty shop"", ""Mobility accessible rooms"", ""Foreign exchange"", ""Buffet breakfast, fee from: 25 EUR"", ""Storage space"", ""Full American breakfast, fee from: 25 EUR"", ""Cocktail lounge with light fare"", ""Coffee/tea in-room"", ""Newspaper in lobby"", ""Safe deposit boxes, front desk"", ""Laundry on-site"", ""All public areas non-smoking"", ""Shoeshine stand"", ""Housekeeping"", ""Car Rental, Nearby"", ""Housekeeping service daily""]",[],"[{""airport"": ""Vienna International Airport (VIE)"", ""details"": []}, {""airport"": ""Salzburg Airport (SZG)"", ""details"": []}, {""airport"": ""Blue Danube Airport Linz (LNZ)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Bus Station"", ""Europaplatz (Line 12, 17, 19, 25)"", ""Arrive eco-friendly at the bus station Europaplatz in front of our hotel (Line 12, 17, 19, 25)."", ""Bus Terminal at Linz Central Station"", ""Car Rentals"", ""Hertz"", ""Phone:"", ""+4 373-278-4841"", ""Train Station"", ""Courtyard Linz is easily accessible by train. Arrive eco-friendly at the Hauptbahnhof Linz.""]}]",true,2025-12-27T15:23:36.408887
MAR-1-9,Four Points Flex by Sheraton Salzburg Messe,"Münchner Bundesstraße 114a Salzburg, Austria, 5020",Salzburg,Austria,5020,+4366224110,3.8,Best starting point for your Salzburg trip,,https://www.marriott.com/hotels/travel/szgmx-four-points-flex-salzburg-messe,"{""CHECK IN"": ""CHECK IN: 03:00 PM"", ""CHECK OUT"": ""CHECK OUT: 12:00 PM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true, ""Pet Policy"": ""2 pets per room with non-refundable fee | Non-refundable fee: 50 Per Stay | Contact hotel for details""}","{""raw"": ""2 pets per room with non-refundable fee | Non-refundable fee: 50 Per Stay | Contact hotel for details""}",{},"[""Free high-speed internet"", ""Pet friendly"", ""Parking"", ""Buffet breakfast, fee from: 20 EUR"", ""Storage space"", ""Building access"", ""Mail/package delivery"", ""Coffee/tea in-room"", ""All public areas non-smoking"", ""Housekeeping service daily""]",[],"[{""airport"": ""Vienna International Airport (VIE)"", ""details"": []}, {""airport"": ""Munich Airport (MUC)"", ""details"": []}, {""airport"": ""Salzburg Airport (SZG)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Bus Station"", ""Salzburg Lieferinger Spitz"", ""Salzburg Hauptbahnhof"", ""Subway Station"", ""Wien Hauptbahnhof"", ""Train Station"", ""Salzburg Hauptbahnhof""]}]",true,2025-12-27T15:24:19.766709
MAR-1-1,Courtyard by Marriott Sarajevo,"Skenderija 1 Sarajevo, Bosnia and Herzegovina, 71000",Sarajevo,Bosnia and Herzegovina,71000,+3 873-395-4500,4.6,"Sarajevo city center hotel with sophisticated rooms, a rooftop bar, venues and outstanding service.",,https://www.marriott.com/hotels/travel/sjjcy-courtyard-sarajevo,"{""CHECK IN"": ""CHECK IN: 03:00 PM"", ""CHECK OUT"": ""CHECK OUT: 12:00 PM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true, ""Pet Policy"": ""Pets welcome with non-refundable fee of EUR 50 per stay | Non-refundable fee: 50 Per Stay | Contact hotel for details""}","{""raw"": ""Pets welcome with non-refundable fee of EUR 50 per stay | Non-refundable fee: 50 Per Stay | Contact hotel for details""}",{},"[""Free high-speed internet"", ""Fitness center"", ""Pet friendly"", ""Parking"", ""Airport shuttle"", ""Meeting event space"", ""Mobility accessible rooms"", ""Foreign exchange, nearby"", ""Buffet breakfast, fee from: 15 EUR"", ""Storage space"", ""Cocktail lounge with light fare"", ""Valet same day dry cleaning"", ""Coffee/tea in-room"", ""Newspaper in lobby"", ""Concierge desk"", ""Safe deposit boxes, front desk"", ""All public areas non-smoking"", ""Front desk staffed"", ""Gift/newsstand"", ""Shoeshine stand"", ""Vending machines"", ""Limousine service"", ""Room service, 24-hour"", ""Room service"", ""Valet dry-cleaning"", ""Car Rental, Nearby"", ""Housekeeping service daily""]",[],"[{""airport"": ""Sarajevo International Airport (SJJ)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Car Rentals"", ""Hertz"", ""Phone:"", ""+3 873-376-8745""]}]",true,2025-12-27T15:38:07.643740
MAR-1-3,"Sense Hotel Sofia, a Member of Design Hotels™","16 Tsar Osvoboditel Boulevard Sofia, Bulgaria, 1000",Sofia,Bulgaria,1000,+3 592-446-2500,,Sense combines exceptional service with a peerless location among landmarks.,,https://www.marriott.com/hotels/travel/sofds-sense-hotel-sofia-a-member-of-design-hotels,"{""CHECK IN"": ""CHECK IN: 02:00 PM"", ""CHECK OUT"": ""CHECK OUT: 12:00 PM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true, ""Pet Policy"": ""All pets welcomed at 30 EUR per night; guide dogs at no additional charge. | Contact hotel for details""}","{""raw"": ""All pets welcomed at 30 EUR per night; guide dogs at no additional charge. | Contact hotel for details""}",{},"[""Free high-speed internet"", ""Pool"", ""Fitness center"", ""Pet friendly"", ""Parking"", ""Airport shuttle"", ""Full service spa"", ""Meeting event space"", ""Mobility accessible rooms"", ""Foreign exchange, nearby"", ""Storage space"", ""Coffee/tea in-room"", ""Local restaurant dinner delivery"", ""Safe deposit boxes, front desk"", ""Laundry on-site"", ""All public areas non-smoking"", ""Front desk staffed"", ""Room service"", ""Valet dry-cleaning"", ""Housekeeping service daily""]",[],"[{""airport"": ""Sofia Airport (SOF)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Subway Station"", ""Sofia University St. Kliment Ohridski"", ""Train Station"", ""Sofia Central Railway Station""]}]",true,2025-12-27T15:40:45.305988
MAR-1-3,Courtyard by Marriott Prague Airport,"Aviaticka 1092/8 Prague, Czech Republic, 161 00",Prague,Czech Republic,161 00,+42 023 6077077,4.5,"Hotel right in front of Prague Airport, with soundproof rooms, 24h gym & international restaurant.",,https://www.marriott.com/hotels/travel/prgpa-courtyard-prague-airport,"{""CHECK IN"": ""CHECK IN: 03:00 PM"", ""CHECK OUT"": ""CHECK OUT: 12:00 PM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true, ""Pet Policy"": ""Non-refundable pet fee of CZK 750 per room per stay | Non-refundable fee: 750 Per Stay | Contact hotel for details""}","{""raw"": ""Non-refundable pet fee of CZK 750 per room per stay | Non-refundable fee: 750 Per Stay | Contact hotel for details""}",{},"[""Free high-speed internet"", ""Fitness center"", ""Pet friendly"", ""Meeting event space"", ""Cash machine/ATM"", ""Mobility accessible rooms"", ""Foreign exchange"", ""Storage space"", ""Full American breakfast, fee from: 495 CZK"", ""Coffee/tea in-room"", ""Grocery shopping service"", ""Safe deposit boxes, front desk"", ""All public areas non-smoking"", ""Front desk staffed"", ""Shoeshine stand"", ""Limousine service"", ""Car Rental, Nearby"", ""Housekeeping service daily""]",[],"[{""airport"": ""Vaclav Havel Airport Prague (PRG)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Bus Station"", ""119"", ""Florenc"", ""Car Rentals"", ""British Airways"", ""KLM"", ""Deutsche Lufthansa"", ""Hertz"", ""Phone:"", ""+42 022 5345021""]}]",true,2025-12-27T15:44:43.569858
MAR-1-5,"Sir Prague, a Member Design Hotels","Náplavní 1618/6 Prague, Czech Republic, 12000",Prague,Czech Republic,12000,+42 029 6249750,,A Gothic wonder with an inviting contemporary spirit.,,https://www.marriott.com/hotels/travel/prgsp-sir-prague-a-member-design-hotels,"{""CHECK IN"": ""CHECK IN: 03:00 PM"", ""CHECK OUT"": ""CHECK OUT: 12:00 PM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true, ""Pet Policy"": ""1 pet 13kg max per pet per room with 750CZ non-refundable fee per room per stay | Non-refundable fee: 750 Per Stay | Contact hotel for details""}","{""raw"": ""1 pet 13kg max per pet per room with 750CZ non-refundable fee per room per stay | Non-refundable fee: 750 Per Stay | Contact hotel for details""}",{},"[""Fitness center"", ""Pet friendly"", ""Mobility accessible rooms"", ""Front desk staffed""]",[],"[{""airport"": ""Vaclav Havel Airport Prague (PRG)"", ""details"": []}]",true,2025-12-27T15:45:23.549059
MAR-1-7,Prague Marriott Hotel,"V Celnici 8 Prague, Czech Republic, 110 00",Prague,Czech Republic,110 00,+42 022 2888888,4.6,Newly designed hotel rooms and suites in the heart of Old Town Prague,,https://www.marriott.com/hotels/travel/prgdt-prague-marriott-hotel,"{""CHECK IN"": ""CHECK IN: 03:00 PM"", ""CHECK OUT"": ""CHECK OUT: 12:00 PM"", ""This property does not have a smoke-free policy"": true, ""See Accessibility Features"": true, ""Pet Policy"": ""Non-refundable fee: 1500 Per Stay | Contact hotel for details""}","{""raw"": ""Non-refundable fee: 1500 Per Stay | Contact hotel for details""}",{},"[""Free high-speed internet"", ""Pool"", ""Fitness center"", ""Pet friendly"", ""Parking"", ""Meeting event space"", ""Cash machine/ATM"", ""Mobility accessible rooms"", ""Foreign exchange, nearby"", ""Continental breakfast, fee from: 415 CZK"", ""Storage space"", ""Concierge Lounge Hours"", ""Full American breakfast, fee from: 830 CZK"", ""M Club Lounge"", ""Valet same day dry cleaning"", ""Coffee/tea in-room"", ""Local restaurant dinner delivery"", ""Concierge desk"", ""Safe deposit boxes, front desk"", ""All public areas non-smoking"", ""Shoeshine stand"", ""Limousine service"", ""Room service"", ""Valet dry-cleaning"", ""Housekeeping"", ""Car Rental, Nearby"", ""Housekeeping service daily""]",[],"[{""airport"": ""Vaclav Havel Airport Prague (PRG)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Bus Station"", ""Namesti Republiky"", ""Florenc"", ""Car Rentals"", ""Hertz"", ""Phone:"", ""+42 022 5345031"", ""Hertz"", ""Phone:"", ""+42 022 5345021""]}]",true,2025-12-27T15:46:06.558559
MAR-1-9,W Prague,"Vaclavske namesti 826/25 Praha 1 Prague, Czech Republic, 110 00",Prague,Czech Republic,110 00,+42 029 6231000,4.9,"W Prague, a radical art nouveau-style property, marks the brand’s debut in the Czech Republic.",,https://www.marriott.com/hotels/travel/prgwh-w-prague,"{""CHECK IN"": ""CHECK IN: 03:00 PM"", ""CHECK OUT"": ""CHECK OUT: 12:00 PM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true, ""Pet Policy"": ""When booking P.A.W. Package, please contact us to confirm availability and price | Contact hotel for details""}","{""raw"": ""When booking P.A.W. Package, please contact us to confirm availability and price | Contact hotel for details""}",{},"[""Free high-speed internet"", ""Pool"", ""Fitness center"", ""Pet friendly"", ""Parking"", ""Full service spa"", ""Meeting event space"", ""Mobility accessible rooms"", ""Hot breakfast, fee from: 900 CZK"", ""Buffet breakfast, fee from: 900 CZK"", ""Continental breakfast, fee from: 900 CZK"", ""Storage space"", ""Full American breakfast, fee from: 900 CZK"", ""Coffee/tea in-room"", ""Concierge desk"", ""Video games"", ""All public areas non-smoking"", ""Shoeshine stand"", ""Limousine service"", ""Room service"", ""Car Rental, Nearby"", ""Housekeeping service daily""]",[],"[{""airport"": ""Vienna International Airport (VIE)"", ""details"": []}, {""airport"": ""Vaclav Havel Airport Prague (PRG)"", ""details"": []}, {""airport"": ""Brno-Turany Airport (BRQ)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Car Rentals"", ""Hertz"", ""Phone:"", ""+42 022 5345021"", ""Subway Station"", ""Národní třída"", ""Mustek"", ""Muzeum"", ""Train Station"", ""Prague Main Train Station""]}]",true,2025-12-27T15:46:50.762855
MAR-1-5,AC Hotel Bella Sky Copenhagen,"Martha Christensens Vej 5 Copenhagen, Denmark, 2300",Copenhagen,Denmark,2300,+4532473000,3.9,"4-star hotel next to Bella Center, with gym, restaurants and easy access to Copenhagen Airport.",,https://www.marriott.com/hotels/travel/cphac-ac-hotel-bella-sky-copenhagen,"{""CHECK IN"": ""CHECK IN: 03:00 PM"", ""CHECK OUT"": ""CHECK OUT: 12:00 PM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true, ""Pet Policy"": ""Pets allowed with non-refundable fee of DKK 200 per night | Non-refundable fee: 200 Per Stay | Contact hotel for details""}","{""raw"": ""Pets allowed with non-refundable fee of DKK 200 per night | Non-refundable fee: 200 Per Stay | Contact hotel for details""}",{},"[""Free high-speed internet"", ""Fitness center"", ""Pet friendly"", ""Parking"", ""Full service spa"", ""Meeting event space"", ""Mobility accessible rooms"", ""Foreign exchange"", ""Hot breakfast, fee from: 195 DKK"", ""Buffet breakfast, fee from: 195 DKK"", ""Storage space"", ""Full American breakfast, fee from: 195 DKK"", ""Valet same day dry cleaning"", ""Coffee/tea in-room"", ""Local restaurant dinner delivery"", ""Safe deposit boxes, front desk"", ""All public areas non-smoking"", ""Front desk staffed"", ""Gift/newsstand"", ""Limousine service"", ""Car Rental, Nearby"", ""Housekeeping service daily""]",[],"[{""airport"": ""Malmo Airport (MMX)"", ""details"": []}, {""airport"": ""Copenhagen Airport (CPH)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Bus Station"", ""Bella Center (bus 18 and 68)"", ""Car Rentals"", ""Hertz"", ""Phone:"", ""+4533179020"", ""Subway Station"", ""Bella Center"", ""Train Station"", ""Orestad Station""]}]",true,2025-12-27T15:50:11.774537
MAR-1-7,Four Points Flex by Sheraton Copenhagen Arena,"Orestads Boulevard 124 Copenhagen, Denmark, 2300",Copenhagen,Denmark,2300,+4524790368,3.7,Where comfort meets flexibility in Copenhagen,,https://www.marriott.com/hotels/travel/cphnf-four-points-flex-copenhagen-arena,"{""CHECK IN"": ""CHECK IN: 02:00 PM"", ""CHECK OUT"": ""CHECK OUT: 11:00 AM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true, ""Pet Policy"": ""Only dogs are welcome at the hotel. They are not allowed in the breakfast area. | Non-refundable fee: 200 Per Stay | Contact hotel for details""}","{""raw"": ""Only dogs are welcome at the hotel. They are not allowed in the breakfast area. | Non-refundable fee: 200 Per Stay | Contact hotel for details""}",{},"[""Free high-speed internet"", ""Fitness center"", ""Pet friendly"", ""Parking"", ""Mobility accessible rooms"", ""Storage space"", ""Luggage service"", ""All public areas non-smoking"", ""Housekeeping"", ""Housekeeping service daily""]",[],"[{""airport"": ""Copenhagen Airport (CPH)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Bus Station"", ""Ørestad Station"", ""Subway Station"", ""Ørestad Station"", ""Vestamager Station"", ""Train Station"", ""Ørestad Station""]}]",true,2025-12-27T15:50:53.817907
MAR-1-9,Copenhagen Marriott Hotel,"Kalvebod Brygge 5 Copenhagen, Denmark, 1560",Copenhagen,Denmark,1560,+4588339900,4.2,"5-star hotel on Copenhagen's waterfront, with outdoor terrace, on-site dining and meeting spaces.",,https://www.marriott.com/hotels/travel/cphdk-copenhagen-marriott-hotel,"{""CHECK IN"": ""CHECK IN: 04:00 PM"", ""CHECK OUT"": ""CHECK OUT: 12:00 PM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true, ""Pet Policy"": ""Cats and dogs only. DKK 100 per night - Non-refundable pet fee DKK 200 per stay | Non-refundable fee: 350 Per Stay | Contact hotel for details""}","{""raw"": ""Cats and dogs only. DKK 100 per night - Non-refundable pet fee DKK 200 per stay | Non-refundable fee: 350 Per Stay | Contact hotel for details""}",{},"[""Free high-speed internet"", ""Fitness center"", ""Pet friendly"", ""Parking"", ""Meeting event space"", ""Mobility accessible rooms"", ""Foreign exchange"", ""Buffet breakfast, fee from: 275 DKK"", ""Storage space"", ""Newspaper delivered to room, on request"", ""Concierge Lounge Hours"", ""Valet same day dry cleaning"", ""Coffee/tea in-room"", ""Local restaurant dinner delivery"", ""Newspaper in lobby"", ""Concierge desk"", ""Safe deposit boxes, front desk"", ""All public areas non-smoking"", ""Front desk staffed"", ""Gift/newsstand"", ""Shoeshine stand"", ""Limousine service"", ""Room service, 24-hour"", ""Room service"", ""Valet dry-cleaning"", ""Car Rental, Nearby"", ""Housekeeping service daily""]",[],"[{""airport"": ""Malmo Airport (MMX)"", ""details"": []}, {""airport"": ""Copenhagen Airport (CPH)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Bus Station"", ""Polititorvet"", ""Nearby Copenhagen Central Station"", ""Car Rentals"", ""Hertz"", ""Phone:"", ""+4 533-170-9020"", ""Sixt"", ""Phone:"", ""+4532481100""]}]",true,2025-12-27T15:51:36.910063
MAR-1-1,"Hotel Telegraaf, Autograph Collection","Vene Street 9 Tallinn, Estonia, 10123",Tallinn,Estonia,10123,+3726000600,4.6,Telegraaf Hotel features the Restaurant Tchaikovsky. It is one of the premier dining experiences!,,https://www.marriott.com/hotels/travel/tllak-hotel-telegraaf-autograph-collection,"{""CHECK IN"": ""CHECK IN: 04:00 PM"", ""CHECK OUT"": ""CHECK OUT: 12:00 PM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true, ""Pet Policy"": ""Small pets allowed with a 40 Euro Non Refundable fee per night. | Contact hotel for details""}","{""raw"": ""Small pets allowed with a 40 Euro Non Refundable fee per night. | Contact hotel for details""}",{},"[""Free high-speed internet"", ""Pool"", ""Pet friendly"", ""Parking"", ""Full service spa"", ""Meeting event space"", ""Cash machine/ATM"", ""Mobility accessible rooms"", ""Foreign exchange, nearby"", ""Grab-n-Go breakfast, fee from: 30 EUR"", ""Hot breakfast, fee from: 30 EUR"", ""Buffet breakfast, fee from: 30 EUR"", ""Continental breakfast, fee from: 30 EUR"", ""Storage space"", ""Mail/package delivery"", ""Full American breakfast, fee from: 30 EUR"", ""Cocktail lounge with light fare"", ""Valet same day dry cleaning"", ""Coffee/tea in-room"", ""Local restaurant dinner delivery"", ""Concierge desk"", ""Safe deposit boxes, front desk"", ""All public areas non-smoking"", ""Shoeshine stand"", ""Room service"", ""Housekeeping"", ""Car Rental, Nearby"", ""Housekeeping service daily""]",[],"[{""airport"": ""Tallinn Airport (TLL)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Bus Station"", ""Tallinn Bus station"", ""Car Rentals"", ""LOT Polish Airlines"", ""Lufthansa"", ""Sixt"", ""Phone:"", ""+3726058148"", ""Train Station"", ""Baltijaam ELRON""]}]",true,2025-12-27T15:53:09.262886
